"wA1Bge src","FmcO7b","vWB2ve","T7nuU","tEJZ0b","T7nuU 2","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a-/ALV-UjU6qY7qY55X3rrSslqRgu4gmXrfWL-Pbhr0hRfUfAMCdhDpXwYpvw=s128-w32-d-h32-cc-rp","Jessica Kindred","6 months ago","I don't care what anyone says. I just saw it in theaters yesterday. And why for some reason, I'm without words. I don't even compare it to other versions of snow White. It's not about throwing away the story of a prince saving the princess, it's about what she does towards the end. And the dwarves voice actors deserve an Oscar nominee. 
I absolutely loved it for what the movie was. Everyone always wants to compare things. I give it a 9/10. Haters got me to see this movie. Thank you. Stop listeni","More","I don't care what anyone says. I just saw it in theaters yesterday. And why for some reason, I'm without words. I don't even compare it to other versions of snow White. It's not about throwing away the story of a prince saving the princess, it's about what she does towards the end. And the dwarves voice actors deserve an Oscar nominee. 
I absolutely loved it for what the movie was. Everyone always wants to compare things. I give it a 9/10. Haters got me to see this movie. Thank you. Stop listening to people on YouTube And stop watching interviews from the actresses or actors. Id go to see it ANOTHER time. Double doggy dare me. I'll see it again","You and 7 other people found this helpful.","7 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLD-8lk7rbrbiEV-SvQHMELM1fNV3pEX274ZvSVjGxtgMV3dtg=s128-w32-d-h32-cc-rp","Daniel","6 months ago","i walked into the theatre expecting a nostalgic film recreated to present romance and love. The casting on the whole movie was fine except for snow white and that is fine honestly i don’t think that rly is that big of a deal. it is the attitude of Rachel Zegler that I am absolutely disgusted by with how she described the original snow white as stupid romance and not involving any woman in power . There are other princess movies with that character go cast for it! Snow white is based on a love st","More","i walked into the theatre expecting a nostalgic film recreated to present romance and love. The casting on the whole movie was fine except for snow white and that is fine honestly i don’t think that rly is that big of a deal. it is the attitude of Rachel Zegler that I am absolutely disgusted by with how she described the original snow white as stupid romance and not involving any woman in power . There are other princess movies with that character go cast for it! Snow white is based on a love story and don’t think u can change it u piece of shit.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUz-yqCTA3APF4RYn9jQBKpQSc9S8zccKVHRuwjOH6YFarUpuQv=s128-w32-d-h32-cc-rp","Kayleigh Urban","6 months ago","Yikes okay so:


There are so many songs, I had no idea it would be a musical. It was insane, they ruined the original songs for me unfortunately. All the acting and characters felt so forced. Also they wouldn’t hire Little People due to it being offensive for the 7 dwarfs, yet they hired a singular Little Person for one of the rebels. Thats not inclusiveness, it’s exclusively not hiring Little People for multiple roles that could pay bills. 


I love you Disney, truly. But please ask yourself b","More","Yikes okay so:


There are so many songs, I had no idea it would be a musical. It was insane, they ruined the original songs for me unfortunately. All the acting and characters felt so forced. Also they wouldn’t hire Little People due to it being offensive for the 7 dwarfs, yet they hired a singular Little Person for one of the rebels. Thats not inclusiveness, it’s exclusively not hiring Little People for multiple roles that could pay bills. 


I love you Disney, truly. But please ask yourself before making another live action.

Would Walt be happy with it?","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJYfSbaHH78z176yg4F524Bb_Bbjex3_ic5tflqfQq9yRlO5pE=s128-w32-d-h32-cc-rp","Sandesh Timalsina","6 months ago","I just don’t like the actor, pretty face with ugly personality/mentality. Narcissistic vibes. And the storyline in the movie is completely changed, Snow White is supposed to be Snow White not Brown, I’m not judging or being racist, me myself am brown, but still it’s the cast that were really disappointing like gal gadot acting was bad, Rachel is just bad and the CGI dwarves were awful, and storytelling is just so so so bad. 

If there was a 0 star, I’d give it to it, man I never gave a google re","More","I just don’t like the actor, pretty face with ugly personality/mentality. Narcissistic vibes. And the storyline in the movie is completely changed, Snow White is supposed to be Snow White not Brown, I’m not judging or being racist, me myself am brown, but still it’s the cast that were really disappointing like gal gadot acting was bad, Rachel is just bad and the CGI dwarves were awful, and storytelling is just so so so bad. 

If there was a 0 star, I’d give it to it, man I never gave a google review to any movie until I saw this pice of crap.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVrB1E6Ze3CmKKuM76JRnHzftTMpFIfwEOzuc-8ZP4KR3_ZcCE=s128-w32-d-h32-cc-rp","Honest Reviews","6 months ago","I Survived Gal Gadot’s Evil Queen So You Don’t Have To: 1 star (and that’s being generous)

I walked into this theater against my will, armed only with the love of a sister and the hope that maybe—maybe—this movie would be so bad it was funny. Instead, I found myself trapped in a CGI fever dream where Gal Gadot overacts like she’s auditioning for RuPaul’s Drag Race: Villains Edition and the rest of the cast delivers dialogue with the emotional depth of a soggy napkin.

The Evil Queen? More like","More","I Survived Gal Gadot’s Evil Queen So You Don’t Have To: 1 star (and that’s being generous)

I walked into this theater against my will, armed only with the love of a sister and the hope that maybe—maybe—this movie would be so bad it was funny. Instead, I found myself trapped in a CGI fever dream where Gal Gadot overacts like she’s auditioning for RuPaul’s Drag Race: Villains Edition and the rest of the cast delivers dialogue with the emotional depth of a soggy napkin.

The Evil Queen? More like the Cringe Queen. I’ve seen middle school plays with better line delivery and less ego.

The theater was practically empty, which feels poetic. A silent protest. A collective “nah.”
Justice for the Palestinian people.
No justice for this movie.","You and 16 other people found this helpful.","16 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUgtiRrdhGre-bMeJ6cwG5GzkIYDjgv3Sdov_Ux-6cS3MAaFNYY=s128-w32-d-h32-cc-rp","Max Mccullen","6 months ago","Gal Gadot was horribly miscast.  One of the memorable points of the original film is the queen.  Especially when she interacts with the mirror.   Her voice is so rattling in the original.  Not so here.  

We are introduced to the queens character in a comical dinner sequence which seems less like a an evil antagonist and more like an annoying aunt in a Halloween costume.  What happened to a grand entrance with Disney music.  Maybe some uplighting and smoke.  Gadot comes in like she’s the neighbo","More","Gal Gadot was horribly miscast.  One of the memorable points of the original film is the queen.  Especially when she interacts with the mirror.   Her voice is so rattling in the original.  Not so here.  

We are introduced to the queens character in a comical dinner sequence which seems less like a an evil antagonist and more like an annoying aunt in a Halloween costume.  What happened to a grand entrance with Disney music.  Maybe some uplighting and smoke.  Gadot comes in like she’s the neighbor who happens to live in a castle.  Snow White is better but not enough to save this film.  She is adequate at best. 

This music numbers try to regain this car crash but not enough there,  the Dwarves are little help.  After horrible live action bombs like Aladdin and the Lion King, Disney needs to recast their production department.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXGbbOYVanHxRozvt6upE7HoeKv0S3yB7ptI2N2d5h9auu88yimQw=s128-w32-d-h32-cc-rp","Izabelly Benicio","6 months ago","If Walt Disney If I were alive, I wouldn't want to live after watching this movie. Disney lost all its essence to please a handful of people who only care about their own navels, selfish people who don't care about anything about Disney, the actress didn't even bother to study Snow White. She didn't even watch the movie. This is carelessness, lack of dedication and love. If I had a company and had an employee who didn't care about it, didn't care about wearing her uniform, then I would just fire","More","If Walt Disney If I were alive, I wouldn't want to live after watching this movie. Disney lost all its essence to please a handful of people who only care about their own navels, selfish people who don't care about anything about Disney, the actress didn't even bother to study Snow White. She didn't even watch the movie. This is carelessness, lack of dedication and love. If I had a company and had an employee who didn't care about it, didn't care about wearing her uniform, then I would just fire him. Trash stays in the trash can. You don't have to keep trying to please anyone, you just need to go back to writing good scripts. And they are also failing miserably if they want to manipulate young people into politics. Movies are being used to alienate young people. This is dirty play. We just want something worthwhile to watch and awaken our imagination.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUsTfNveQM7hoXw8smAzQIPwCeQXPBBQ90oTpZQkSjNrXzViag=s128-w32-d-h32-cc-rp","Sarah Schutte","5 months ago","Worst movie I have ever seen, I would have had more fun watching paint dry for 24 hours than spending 1hour 45 minutes watching this movie again. I expected Disney to put out a better movie and I can't believe this is the same company that put out live action Cinderella, Cinderella was such a good movie and Disney went down hill from there. A huge part of the movie being terrible was the poor choice of actors, especially the person they choose to be Snow White. How can you expect someone to play","More","Worst movie I have ever seen, I would have had more fun watching paint dry for 24 hours than spending 1hour 45 minutes watching this movie again. I expected Disney to put out a better movie and I can't believe this is the same company that put out live action Cinderella, Cinderella was such a good movie and Disney went down hill from there. A huge part of the movie being terrible was the poor choice of actors, especially the person they choose to be Snow White. How can you expect someone to play a character they have openly said they hate. Why do you have CGI dwarf instead of actual people with dwarfism. Movie overall deserves less than 1 star. I expected better from Disney but was sadly let down.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocIBrtpSE3a7j_5TrSpzg5AipRF4axghcVD_5O_wxZ--6g3VHg=s128-w32-d-h32-cc-rp","Grace Mazur","3 months ago","","","I thought it was really good and I will watch it again, definitely give the movie a try :) I feel like the main character tried to make it as good as possible the movie wasn't boring at all, but the clothing team did them dirty and also the writers! I never really liked snow-white and this movie honestly made me give it a second chance, I do genially think it's good. I think it's less of the actors problem and more of the other teams that were apart of the movie making.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXXg-a7-khrUODu3i6Uf48sdwPsQ1v7fhYFWHS_o6c9h_Qo3Pqt=s128-w32-d-h32-cc-rp","Michaela Doran","5 months ago","I found the Snow White movie to be a completely different story in itself. A live action movie means a live action version of the animated story — but Disney decided to contradict that. Why on earth are they making marriage and being feminine a BAD thing? This “I’m a strong, independent boss woman who needs no man” has gone on long enough. Stop putting all these anxieties and beliefs on young girls. They deserve to be happy — not always vengeful towards men and unbalancing the importance of BOTH","More","I found the Snow White movie to be a completely different story in itself. A live action movie means a live action version of the animated story — but Disney decided to contradict that. Why on earth are they making marriage and being feminine a BAD thing? This “I’m a strong, independent boss woman who needs no man” has gone on long enough. Stop putting all these anxieties and beliefs on young girls. They deserve to be happy — not always vengeful towards men and unbalancing the importance of BOTH femininity and masculinity","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVAKEEc_PT3XdR_u-FBIi2R0Io9cgTBRsJ_l0utNMTgPnWWDinG=s128-w32-d-h32-cc-rp","Christine Sy","3 months ago","this movie was playing in the lobby in a low volume as i wait for my first job interview so i haven't really focused much but it's kinda entertaining so it kinda ease my nervousness but i also kinda cringe at it so i'm 50/50 about this movie plus the fact that i'm a snow white hater but i'm also a fan of musical live actions so i'm torn. the dwarves are scary, i'm glad it's not the snow white i grew up with. but i like how they established a connection between snow white and the boy unlike in th","More","this movie was playing in the lobby in a low volume as i wait for my first job interview so i haven't really focused much but it's kinda entertaining so it kinda ease my nervousness but i also kinda cringe at it so i'm 50/50 about this movie plus the fact that i'm a snow white hater but i'm also a fan of musical live actions so i'm torn. the dwarves are scary, i'm glad it's not the snow white i grew up with. but i like how they established a connection between snow white and the boy unlike in the original which he just randomly appeared in the beginning and the end and people call it happily ever after??? they made this version more dramatic which makes me hate snow white more but at least the lore made the depth of the movie. so i got home and didn't continue waiting for the job interview after watching this.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjU8I643gjEA7l96f4dj7gP-0ji6I8ReHlRS6vk8Fn_ioz5dDuI=s128-w32-d-h32-cc-rp","Isla Delavigne","4 months ago","","","I know there is a lot of hate for this movie but I think it’s really good. The movie has a beautiful setting, good actors, and a great background story. I also know Rachel Zegler had rude responses about the 1937 movie and her co star but I don’t think she meant it like that. So I think Rachel is a great Snow White actor, Andrew is a great Jonathan actor, and Gal is a great evil queen (and Wonder Woman 😁).","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXbDQU95NOMAQCdwCM7P2JobvilNkrpj7hgYnAsAWmAzKyefpBU=s128-w32-d-h32-cc-rp","Denise (Dee)","6 months ago","","","Pretty boring. 
It's a modernised version of the OG cartoon. Snowwhite is not pretty at all, so many better options that could of been cast, guess they are on a budget after paying gal gadot. 
The point is beauty comes from within so snow white could look pretty ugly. But who doesn't want to romantisise with the idea of beauty. The queen is beautiful. Only 2 people worth watching in the whole movie is gal gadot as queen, and dopey.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXmZAlBGL5p3zhXvBVql-Cvo9s4zqsEkwIyM_FCYD4uVaUQtCTw=s128-w32-d-h32-cc-rp","Mirah Emani S.","4 months ago","","","i loved rachels actng in this movie and despite the ratings being biased due to their political views- I am a movie fanatic and genuinely enjoy when live action adaptions can recreate the original while perfectly mixing in present/modern day culture! She was a great Snow White and I'd love to see her in more active roles like this one!!!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWno1RxYpuh1OESQxxAgxJ-2A-tVh6AmnzasVcB5I67DxheIjU=s128-w32-d-h32-cc-rp","kie","6 months ago","it looks cheap, acting is horrible, they made snow white brown which is inaccurate when the common description for snow white is ""skin white as snow"". if you are looking forward to watching snow white, the german one is way better and accurate. STOP GIVING CHARACTERS DIFFERENT RACES AND DESCRIPTIONS THEN THEY ARE SUPPOSED TO BE!!! not to mention, the actor who played snow white said she doesn't like the original, so maybe that explained the acting when the actor didnt even like her own role due","More","it looks cheap, acting is horrible, they made snow white brown which is inaccurate when the common description for snow white is ""skin white as snow"". if you are looking forward to watching snow white, the german one is way better and accurate. STOP GIVING CHARACTERS DIFFERENT RACES AND DESCRIPTIONS THEN THEY ARE SUPPOSED TO BE!!! not to mention, the actor who played snow white said she doesn't like the original, so maybe that explained the acting when the actor didnt even like her own role due to snow WHITE being WHITE. Disney do your job and do better and stick to the role. and yes i do find these actions kinda racist as a white person, and other people who arent white could say the same thing.","You and 67 other people found this helpful.","67 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJWtTVxXairGxGpiHyh9f7n2mM9bGhBMnFNnTcaXvaBU7f0IQ=s128-w32-d-h32-cc-rp","riri","a week ago","This movie was horrible, terrible. If i could maybe a 0/10 but that isn't possible. The storyline is trash. I hate everything about this movie and the screenwriters kept 0 originality. This is probably the worst rating in history and I hope it stays this way. The movie is 99% musical 1% talking. In the ORIGINAL Snow White, she falls in love with a prince not a thief. The evil queen is singing which doesn't make any sense considering she has a black heart. This movie is diabolical and if they cou","More","This movie was horrible, terrible. If i could maybe a 0/10 but that isn't possible. The storyline is trash. I hate everything about this movie and the screenwriters kept 0 originality. This is probably the worst rating in history and I hope it stays this way. The movie is 99% musical 1% talking. In the ORIGINAL Snow White, she falls in love with a prince not a thief. The evil queen is singing which doesn't make any sense considering she has a black heart. This movie is diabolical and if they could make a remake of this movie do better casting. That is not snow white, that is not her dress, that is terrible acting. Gal Gadot played a good role as the evil queen but making her sing was not it. Do better Disney and do not even get me started on The Little Mermaid live action; At least the storyline was kept but this is just horrible. DO BETTER.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJjIPCfkVJBREBnAO9NcP8Fk0LomQ_wXWjTwCP4xdvIKZbe6w=s128-w32-d-h32-cc-rp","55kimbee","6 months ago","","","I have seen the movie twice!   We loved it    It felt like being at Disney      Loved the acting and songs!      And we loved the 7 dwarfs.      We sang during heigh ho and whistle why you work.     So much negativity over this movie, but 2 thumbs up for me and 4 family members!","You and 4 other people found this helpful.","4 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocIreDlE_IDQ3OfC6OQ5rO_7dR39dHb_a_y1fNO8EUhpPT0H6g=s128-w32-d-h32-cc-rp","Julie Dunn","3 months ago","","","Absolutely fabulous 👌 brought  my childhood memories to life again. Funny, happy feel vibes. Beautiful costumes, amazing animation, still so disney but life like. Captured a truer version of a fairytale. Outstanding! Bravo to all who made it happen! Truly gifted souls all of you ❤️","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXLOOK3U7djYt_Xszfrnhc2ef1ebwScklaPSwDLj47hy1Aqs64=s128-w32-d-h32-cc-rp","Grant Marcotte","5 months ago","Poo poo caca. This film is undoubtedly disgusting. I recorded and felt more than 850 different emotions. All of which punctured my soul begging me to stop watching this horrific excuse of a disney movie. Should I ever be within the presence of this film, I will rain hell from all sides. I saw a Twitter post that was posted by the Afghanistan Taliban. They were sending condolences to the American people. This is quite possibly the worst human creation that ever set foot on this Earth. If I ever h","More","Poo poo caca. This film is undoubtedly disgusting. I recorded and felt more than 850 different emotions. All of which punctured my soul begging me to stop watching this horrific excuse of a disney movie. Should I ever be within the presence of this film, I will rain hell from all sides. I saw a Twitter post that was posted by the Afghanistan Taliban. They were sending condolences to the American people. This is quite possibly the worst human creation that ever set foot on this Earth. If I ever hear someone in the public say that this was a good movie. I will personally make sure they live in fear knowing that I will reign terror upon their life. I use egyptian black magic to punish the very well being of all who contributed to the creation of this pathetic excuse of cinema.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKOBc2gmx9ZZABfpBA-AYTrvDqzMGvEZmH6Wv3xdQgcSe88EA=s128-w32-d-h32-cc-rp","Brandon Reber","6 months ago","","","The movie was fantastic. Everything from Rachel’s performance to the visuals, story line and  audio aspect.  If you found anything wrong, you should look within yourself and know true art doesn’t care about your feelings and growth will occur without you. Don’t be a princess problem. #safe freedom and love","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKla7aRJqZ9d4y1H-HmLhHMp3bokihsDSiYFOi5ZBGVwgp1mA=s128-w32-d-h32-cc-rp","Vanessa","6 months ago","This movie was truly awful. The CGI (especially the dwarves) looks terrible,  the ""love"" story is muddled and clear that they added it in later. Snow White in the original movie is kind, caring, compassionate,  and resilient.  No matter what she goes through,  Snow White doesnt lose these traits. This ""retelling"" changes her character completely.  Shes entitled, bossy, and hungry for power. I dont understand why Disney hates love stories now. The Prince is downgraded to a common thief. The chang","More","This movie was truly awful. The CGI (especially the dwarves) looks terrible,  the ""love"" story is muddled and clear that they added it in later. Snow White in the original movie is kind, caring, compassionate,  and resilient.  No matter what she goes through,  Snow White doesnt lose these traits. This ""retelling"" changes her character completely.  Shes entitled, bossy, and hungry for power. I dont understand why Disney hates love stories now. The Prince is downgraded to a common thief. The change of how the evil queen dies takes away from the dwarves. Truelove's kiss may have awoken Snow White but the dwarves saved her from being killed. The dwarves serve no purpose in the film. In the original, she spends majority of her time with them. They care for her and want to protect her. This ""retelling"" crushes every sweet moment from the original film. The story is so different that I don't even know why they bothered making it. They should have just made an entire new movie if they hated the original so much.","You and 212 other people found this helpful.","212 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKF9FBvMgqM7nRYny8Iqj9Y1_qWGixha3MZrdrhvzokzGVFjQ=s128-w32-d-h32-cc-rp","Jacob Scott","6 months ago","1/10. It's just like every single Disney remake you've seen (or wished to have not seen). 

Controversies and drama aside, this new iteration of the 1937 Disney classic is simply a bad movie. It's so exposition heavy to the point of exhaustion, and any changes this film makes to the source material serve little to no purpose whatsoever. It completely undermines the point of the original film in a way that makes you wonder why they even bothered to revisit this particular work in the first place.","More","1/10. It's just like every single Disney remake you've seen (or wished to have not seen). 

Controversies and drama aside, this new iteration of the 1937 Disney classic is simply a bad movie. It's so exposition heavy to the point of exhaustion, and any changes this film makes to the source material serve little to no purpose whatsoever. It completely undermines the point of the original film in a way that makes you wonder why they even bothered to revisit this particular work in the first place. The answer is obvious, but that would be saying the quiet part out loud. With that said, you'd at least like to see a film justify it's existence with a shred of artist integrity, but this film has none of that.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocK-DHzPx91v7Dz4SS5_AjpizeQIDWjXamguvSslG4h7ocoy4TOn=s128-w32-d-h32-cc-rp","Punitha Gunasekaran","6 months ago","I am not ever watching this movie because first, the lead actress who was supposed to promote the original Snow White which we all grown up with did it negatively. Normalizing femininity as only being tough is wrong, there is femininity in both being tough and soft. Second, changing the original story is not cool man. If you want a modernized story, do a new one rather than ruining a classic. I would say Disney greatly let us all down with their remake of Mulan as well, that was not Mulan at all","More","I am not ever watching this movie because first, the lead actress who was supposed to promote the original Snow White which we all grown up with did it negatively. Normalizing femininity as only being tough is wrong, there is femininity in both being tough and soft. Second, changing the original story is not cool man. If you want a modernized story, do a new one rather than ruining a classic. I would say Disney greatly let us all down with their remake of Mulan as well, that was not Mulan at all. I don't know what Disney is doing these days. I miss old Disney","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJr2VhSi_tqge4Qe8rP5GHGEtXp7KXQdhOWBTb-cYgKvsP2F_AX=s128-w32-d-h32-cc-rp","Amanda S","5 months ago","","","The messaging in the modern remake is so much better than in the original. It was a visually stunning, very engaging movie that my children (4.5 and 11) both loved. I felt great about the messaging they received from it. It far exceeded my expectations. 10/10.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJhcG4LYkKgrCWTA0dY2X0xrJ61enPIX-rxzjqcEq5r0fnXUA=s128-w32-d-h32-cc-rp","Rene Gonzales","5 months ago","","","A visual feast! Beautiful fantasy aesthetics ! This is a character building tale worthy of alchemical formulation that teaches one that we all have inside what it takes to make the world a better place. Told with an extraordinary classic fantasy aesthetic flair!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXqMu8PmKcQnsaDySVRUYT0CzXV3XCUuq7mmvhE02V3qGv2cJKC=s128-w32-d-h32-cc-rp","April","5 months ago","An insult to the original, terrible.

The diversity hires are INSULTING to the groups they are trying to include. They are literally giving them unoriginal leftovers. If you want something powerful and diverse MAKE THEM AN ORIGINAL STORY.

On a side note, it also takes away the nostalgia. The traits of a Disney princess become ingrained into our heads as kids, and it's satisfying to have an actress that embodies that nostalgic figure. It would be just as infuriating to change princess Tiana whit","More","An insult to the original, terrible.

The diversity hires are INSULTING to the groups they are trying to include. They are literally giving them unoriginal leftovers. If you want something powerful and diverse MAKE THEM AN ORIGINAL STORY.

On a side note, it also takes away the nostalgia. The traits of a Disney princess become ingrained into our heads as kids, and it's satisfying to have an actress that embodies that nostalgic figure. It would be just as infuriating to change princess Tiana white.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocK_xqgY3Qia0WISh5JShZihTIPQdulkgWzpc2EQLU5b57I06w=s128-w32-d-h32-cc-rp","Rachel Cornale","5 months ago","","","What are people expecting ?? 
It’s true to the original story with some modern updates! 
It’s a musical !
It’s colourful!
It has the fairytale ending !
Good prevails over evil !
Great special effects! 
Adorable woodland animals.  

You couldn’t ask for more talent from any of the 3 main actors: Snow White.   Evil Queen.  Snow White’s  love interest.
   
Like,  come on folks!  Let’s show it some love.    Be fair now.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXE8QeU9auLJ6JSZ2cJ_0ZYBclmheYrllkNG_uEZBZIM033b3D9dQ=s128-w32-d-h32-cc-rp","Ooo","6 months ago","I didnt enjoy this film at all. The scenes were incredibly disjointed. There is no prince just an average raggamuffin who average snow white falls for. The best and I'd say most important character in the entire film is Doppy the dwarf. 

The cast is small when you take away the AI dwarfs. It is sadly obvious Disney didn't want to spend a lot of money on this film. There's zero real texture to anything, every looks fake. It's like  disney had one Green screen room and shot the entire film in it.","More","I didnt enjoy this film at all. The scenes were incredibly disjointed. There is no prince just an average raggamuffin who average snow white falls for. The best and I'd say most important character in the entire film is Doppy the dwarf. 

The cast is small when you take away the AI dwarfs. It is sadly obvious Disney didn't want to spend a lot of money on this film. There's zero real texture to anything, every looks fake. It's like  disney had one Green screen room and shot the entire film in it. 
Not worth the £21 we paid to watch.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUvaVhNFaO88bh7HFlC3CkHuvdifLItF_fudeBcvp5LN4CzR0c=s128-w32-d-h32-cc-rp","Vanessa Marie","5 months ago","They changed the whole storyline from the original. The actor did well but doesn’t resemble Snow White in any way. Her costume designer should be fired . How do you change a movie & character so much but butcher her hair & outfit like that ? Like seriously the only thing you decided on keeping similar was the iconic “Bob” ? But didn’t even make it look good ?? If you’re going to change everything that much might as well change that hideous hair ! I feel so bad for her. Also the cgi dwarves are t","More","They changed the whole storyline from the original. The actor did well but doesn’t resemble Snow White in any way. Her costume designer should be fired . How do you change a movie & character so much but butcher her hair & outfit like that ? Like seriously the only thing you decided on keeping similar was the iconic “Bob” ? But didn’t even make it look good ?? If you’re going to change everything that much might as well change that hideous hair ! I feel so bad for her. Also the cgi dwarves are terrifying . Wish Disney would have gave jobs to real dwarves ! Considering it’s supposed to be a “live action remake” Overall it just didn’t feel like SNOW WHITE . Might as well have been a whole different movie. Worst Disney remake ever","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjW9JJ1PoTo_o9OGZIwQ2VBEE02beu2xVJuqyDgpAxs4ABOXApXd=s128-w32-d-h32-cc-rp","Jacob Feldman","6 months ago","The deliberate deviation from the source material is  superficial virtue signaling. They ruined Snow White by stripping away the innocence and timeless values that made the original beloved. This kind of cultural Marxism—where classic stories are re-engineered to fit modern ideological agendas—isn’t just unpopular with the majority of society, it’s also unprofitable. Audiences are rejecting it, box office numbers prove it, and yet studios keep doubling down, ignoring what people actually want in","More","The deliberate deviation from the source material is  superficial virtue signaling. They ruined Snow White by stripping away the innocence and timeless values that made the original beloved. This kind of cultural Marxism—where classic stories are re-engineered to fit modern ideological agendas—isn’t just unpopular with the majority of society, it’s also unprofitable. Audiences are rejecting it, box office numbers prove it, and yet studios keep doubling down, ignoring what people actually want in favor of political messaging no one asked for.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXqDWxkqbT1kJaC8cQfHJiDDe4YrupOdK1qhq2fY1pfEmiRITLR=s128-w32-d-h32-cc-rp","Kiersten .Alberti","6 months ago","","","I took my family to see this movie and we all loved it. My husband, daughter and I. The love story was sweet, the songs were great and I loved what they did to the original story. It held its integrity and just added something a little extra to make it even better and way more entertaining and touching.","You and 12 other people found this helpful.","12 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocIAVJs3Eo4yj5y33DvEjeT-6glBVUG1X_sDuuzzCgwOhvrm4w=s128-w32-d-h32-cc-rp","Scott Dickey","6 months ago","Saw this movie tonight with my girl. Ngl, I went in with low expectations… I left disappointed the expectations weren’t even close to being met. CGI was pretty bad and expected the Dwarf’s to at least look like not a cartoon. I didn’t think the singing was anything special or something to be remembered. Zegler’s performance definitely suffered the more the movie went on and it felt forced. The basic story reimagined is what I would give the star to. Just wish Disney would stop and look at what m","More","Saw this movie tonight with my girl. Ngl, I went in with low expectations… I left disappointed the expectations weren’t even close to being met. CGI was pretty bad and expected the Dwarf’s to at least look like not a cartoon. I didn’t think the singing was anything special or something to be remembered. Zegler’s performance definitely suffered the more the movie went on and it felt forced. The basic story reimagined is what I would give the star to. Just wish Disney would stop and look at what made Maleficient successful and go back to those roots and work with what worked. That or look at Wicked and actually use practical effects instead of heavily relied on CGI. Save the money, wait for it on Disney +","You and 54 other people found this helpful.","54 people found this helpful."
