"wA1Bge src","FmcO7b","vWB2ve","T7nuU 2","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a-/ALV-UjUFLhrHnNFAAje-YxL-eTJCpTuZNL8ZN2qhw9NNbZbHOMcqeKSp=s128-w32-d-h32-cc-rp","Kia Faraji","6 years ago","Sure it is a good movie, but I don't understand why would people exaggerate so much about it!
All the ""lessons"" a 23 year-old guy is supposed to learn from the movie, has now turned into such a cliche in 2019.
And who's acting can you people claim to be ""great"" or ""masterpiece""!!! Take Pacino for example, the rule is just to simple to play in GF1, impossible to compare it with great rules of him as in Scarface, Heat, Devil's Advocate, etc.
This movie DOES NOT show Al Pacino's art at acting, NOT EVEN MARLON BRANDO's, it just because of Brando's make up.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWwZfZBPKG6EU52NLKwK-NpuCXaGFYkY0b5RllVbLWObBO8o8Ys=s128-w32-d-h32-cc-rp","pridhav krishna","8 months ago","Finally watched it recently and I understand now why its called one of the best movies of all time. The story is so complex and interesting. Mix that with Copolla's directorial genius and the outstanding acting of Brando, Al Pacino and all the others of a truly stellar cast, you're left with the Masterpiece that is The Godfather.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocICo7tU56T0uRjnILHFI_GxMciyhmlFfZqVkjWKiE56TSQOTA=s128-w32-d-h32-cc-rp","Aiden Catalano","a year ago","This is one of the most realistic mod movie, as there isn’t all shoot and there is some business involved. Not to mention many unexpected events like with Sunny. I also love how they break the language barrier with subtitles and don’t just make everyone speak english.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWTY234GfCqMr9xKhUD4iqogd5OKVaKJRLdEaLgKitGPpkgauIw=s128-w32-d-h32-cc-rp","Sumith Singh","6 years ago","Undoubtedly the best trilogy of all time..
I saw The lord of the rings Trilogy..and thought thats the best ,but i was wrong
My god I love these Movies.. although 3rd Part wasn't as good as first two but wasn't bad

*) Acting, Cinematography, Direction, Story ..top notch
I can't express my feelings towards this movie","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWYPIfr2rBHOHqw3_r-aEhWMsGnYOxvzngwNvZp4H6dYn23jsj7=s128-w32-d-h32-cc-rp","Miranda Lockhart","5 months ago","This movie is so boring I don’t understand the hype at all. The very first scene was excellent and I thought oh wow it’s going to be great but that was it. It was so long drawn out and boring I didn’t care when any of the characters died because I had no investment in the plot or lack of. Honestly if you are a 21st century baby like me I wouldn’t bother watching any films from before the late 80s or early 90s, it was completely irrelevant and dated.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocI1yL0gVR51cmV8CSx3dgPVvX2qDPBticmmNoyzGVQa7mlhTw=s128-w32-d-h32-cc-rp","Kam6 Intahtisle","a year ago","I was expecting a lot, it was ok movie but I didn’t care for any characters. The scenes in Sicily were my favourite part of the movie unfortunately it was mainly set in America and I found it rather boring, it would be much better if it was the other way round. For me nothing beats La Piovra, that’s a true gem.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocIxzrhI3U_P-LadVoD9nmh-9HM6n3zE2YrMhCqYSSsPKaxm_A=s128-w32-d-h32-cc-rp","Brandon Gerbeshi","5 years ago","Am I the only person in the world that doesn’t understand why people like this movie? It’s so slow and boring it made me want to fall asleep. It was the most painful experience sitting for 3 hours watching nothing but just walking and talking. I want to like this movie and think it’s amazing and incredible but it’s just not at all. The story is eh and the only good thing about it is how Michael goes from a nice young boy to a monster by the end. They could’ve told this story a lot better by not making it so slow and boring. I think this is the most overrated movie of all time.","You and 6 other people found this helpful.","6 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjV_JQGTyBGbeXQgVNrtkEX1PvbqvqPxFddLVx1SMEKWUaicw2c=s128-w32-d-h32-cc-rp","Stryden de Ocampo","a year ago","Overall a 100% film, so many iconic and well executed scenes, masterfully acted characters, and a realistic and horrifying view on the mafia world. 100% recommend it to movie lovers, you have to see it to believe it. One of the best movies ever made.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWUX2zbVnHI_Eqe8Oe3vq5fNh16TTRY-LA-by1AXPd8o0qulznv=s128-w32-d-h32-cc-rp","Somnath Sarkar","5 years ago","One of the best ever to have watched. Deals with Family, Love, Respect, Vengeance, Maturity and Of course Power. Beautifully Scripted, Wonderfully Acted and Impeccably forecasted. 
Al Pacino          -- #Respect#Dreadful in Part II
Marlon Brando  -- Legendary.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVN5nK6P3iaC1rB4JvuucSB5uWCjaD6XkS0x4cGae0nanJjLdpJ=s128-w32-d-h32-cc-rp","Eric Tuten","2 months ago","I'll say it again and again: _GF, Part II_ was a great film, but _GF_ was exceptional and stupendous! Michael Corleone's transformation, and the circumstances leading to it, is one of the greatest, if not the greatest, in all of film.

Another favorite transformation: Rodrigo Mendoza (Robert De Niro) in the film _The Mission_.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWOoNz3tOsSOtlTNRSHD9qca6YwCDtJW4FcEThDex9nIXDno0lw=s128-w32-d-h32-cc-rp","Kushagra Trivedi 48 102","a year ago","Really a masterpiece!!! This trilogy shows how a person changes, like Michael did; how he wants to leave this filthy gangster world but gets stuck again and again . Acting of all the characters is superb and really a matter of appreciation.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWtgi1dJeY-uAylhAEs0UkGPcxWy278XZRlZW5PdZN2mzmMZQGm1w=s128-w32-d-h32-cc-rp","Alan Cantu","4 years ago","Fantastic movie, I have watched more than 10 times and never run out of new elements to analyze. There is literally nothing that can be criticized about the acting, editing, mixing, and producing of the film. 10/10 without a doubt.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWyEOFtZPnM42Nu4dIPZnUzeX3yfqSnrHavQYA_ijRcNz4JeulX6g=s128-w32-d-h32-cc-rp","sunil kumar sinha","a year ago","5 / 5 stars . Man. I saw it was a masterpiece . First my favorite movie was the dark knight. But this movie beats it . As it is the  2nd highest rated movie on IMDb - 
9.2/10  (best rating website). If you think it is of 70s. Don't worry it will be your best movie of all time . It's not for idiots . It's all about mafia , family and revenge. If you have ever watch a movie in your life watch it. Once.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVTcw0bo3aNKwe3yVJkOy8xmxe_PY-x5qF9GCPie-AVaYLyGz0UmA=s128-w32-d-h32-cc-rp","Srikantan Prakash","7 years ago","People who disliked this film here in google, they have no idea how a movie must be made!
They are just mindless cranks!
This is one of the best movie you will ever see!
It's right up there 
The Godfather is right up there!","You and 4 other people found this helpful.","4 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUEtMXtoip9RbaaWeXYkasiV6UsQ3Xhcod-ijcHqSiFEbOtDzi0=s128-w32-d-h32-cc-rp","pavan rishi","3 years ago","THE GODFATHER
Best mafia movie ever🔥❤. Its definetely a must watch movie. The actors are truly natural in their way. I promise that everyone gets the best experience ever.
 LOVED THE MOVIE❤.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjU7nyoKcbcTMI8-3ZSGKraWtazbfe9q0ZBKXhVdmniNgu2smLc=s128-w32-d-h32-cc-rp","Tansel Kaya","4 years ago","As a modern movie viewer who doesn't watch old movies, i didnt expect the movie to be way it went. It was really intense and theres many things to learn from Don Vito and Don Michael.
I'll give this a 10/10","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJC0C9TEHNGVj1UgYjeq5tSsY3hZGSo1QB7V8I0PO1WFO4R4g=s128-w32-d-h32-cc-rp","stanley shelley","5 years ago","it's good, nothing more and nothing less. I thought the acting was superb, however, the storyline was not clear enough. when I watched this film I thought it was going to be violent and fast-paced. but it was none of that. the most violent bit was a dead horse, now that is violent but not Goodfellas violent. I don't need a film to be fast-paced or violent, but there's got to be something to hang onto. something to grip you. I waited for the whole movie for that, and I found it. the thing was, don colerane not dying. 

good film, but not Coppola's best.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocK7iT3ah2ZBOWoIXgsAqtJokLWn2_ZVaT472qjem4TGqps5UM8=s128-w32-d-h32-cc-rp","SINGULAR SEEKER","3 years ago","This is my favourite film ever. To see Michael's transition to be come head of the family is breathtaking.  The Money Shot for me was when Michael came out of the hospital and stood on the steps, calm and powerfull.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWdydteOppB2AF9aGPzu_NvnN4XEKqktm7Vo7uc_vJrJ3S4mOw=s128-w32-d-h32-cc-rp","Bill West","5 years ago","In The Godfather, Francis Ford Coppla is either a bad director or a hypocrite.  The audience cheers for the Corleones, despite all Coppola points to to try to prove he disapproves of the mafia.  Can Al Pacino portray an ordinary American? Brando nearly sinks Part I with his Hey!  Look at me! performance.  He was never an ensemble actor","You and 9 other people found this helpful.","9 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWBRzW2fGhPOMbL34l-7EZ3FLMemMF5nYH_seHuiNqngQ60dlDL=s128-w32-d-h32-cc-rp","ken del conte","6 years ago","ARE YOU KIDDING? C'MON. ""I'LL MAKE YOU AN OFFER
YOU CAN'T REFUSE.""  PUT COPPOLA ON THE MAP AS A
GREAT DIRECTOR.
  THE GODFATHER, TO ME, WAS THE GREATEST MAFIA
MOVIE EVER MADE.  GODFATHER II WAS UP THERE, TOO.
BUT THE ORGINAL IS ALWAYS FAITHFULLY REMEMBERED.
   THE THEME MUSIC, BY CARMINE COPPOLA (FRANCIS'
FATHER) WAS EXTREMELY MEMORABLE.
   MORE LATER.
KEN    DELCONTE","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXMMw2sHq6U0nbEWa_q0Vs6sK5z_syVW-velUEgTiMJ96BFurY=s128-w32-d-h32-cc-rp","R Pushpakumara","4 years ago","Superb acting of Marlon Brando and the team.. This film is also one of the best film I've ever watched. The story has nicely made on screen with perfect angles. great work..","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUrxHmg2OsjFXsho_DP8wnfY90JhPyfEJij0F0GJMs6VompQ_Pc=s128-w32-d-h32-cc-rp","H. W Plainview","a year ago","If there is one film that can be called the single greatest motion-picture ever made, it's Francis Ford Coppola's magnum opus - The Godfather. A timeless achievement in cinematic history made possible by Mario Puzo's best-selling novel of the same name, the Godfather manifests Marlon Brando's iconic performance, which is one of the best performances ever put on screen.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWTsjxjMaJgwR8_WkYgO3blzuBCI05t2fku7WVI0wbqDd3-YTXK=s128-w32-d-h32-cc-rp","Mhary Isom","a year ago","In the year Mario Puzo's biggest event was that Al Pacino and Marlon Brando, the outstanding actors and actresses played the Family Boss in dramatic episodic format to remember the wedding of the Al Pachino to his chosen Bride, I felt myself the Bride that day. We are watching it today, in 2018.  I found my Shoeman, he was a shoemaker and probably I was his first Cinderella,  Good luck and lets get married again Don Carlos.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVmyMGIgFNHVM_L0pmT2QOB8D6hN9wb2oQQ8_OlLWy0pT7fbHw=s128-w32-d-h32-cc-rp","Osmanas Mazurinas","a year ago","Finally After So Manny Years I Watch It And WOW It's Just Incredible Master peace Best Mafia/Gangster Movie Ever The Story Is So Big And Interesting And All The Dialogues Are Incredible The Wedding Scene Is Awesome And Italy Scenes Are Pure Master peace Coppola Did Perfect Job I Enjoyed Soo Much This Movie Best Nearly 3 Hours Spended And Al Pacino Is True Gangster","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjV-_PqxTGfr9Bws1Uhtv7Zwp7Bq-hERPg1dI7foGy4Zx_klG-hf=s128-w32-d-h32-cc-rp","Nathaniel Manickam","5 years ago","Giant of a movie! Don’t know how many times I watched it but never got tired of Brando and Pacino mannerism and the way they carried this movie in their shoulders. Surely, one of my favourites","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXy-C8_cPvApDzCzm2677RWWyNAzYO1XXHA2zu2VxNTszth8Ic=s128-w32-d-h32-cc-rp","Craig Zook","2 years ago","If you have not watched The Godfather then you should not watch tv. In lots of peoples minds The greatest movie of all time. This is the best you can get in a movie. all the perfection in a movie.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjURIEuP_Jyr5cBVxFEnZNEVgALp4pD8PItiim11lPwmM6fSy1-R=s128-w32-d-h32-cc-rp","patricia","5 years ago","I was 13 when I watched this and i'm truly amazed, I watched all parts and i'm still greatly amazed at the story. It is a must watch if you are into crime/drama movies. It is good when you understand the true intention of the story.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXenKDCzPBT3wUwyY8VVJx55F_ayBzOOnCxra7k3LwyJKEnSrgp=s128-w32-d-h32-cc-rp","Haider Ali Khan","4 years ago","In Marlon Brando acting school the teacher said to the class ""students I want you to be chickens on a quiet Sunday afternoon in any town America.  I also want you to know that nuclear war has just been declared and the bombs are launched and incoming.""  The entire class ran around clucking loudly and flapping their arms up and down mimicking scared chickens. Marlon sat very still and quiet in his chair pretending to lay an egg. The teacher said; ""Marlon, the nuclear bombs are on the way.""  He simply replied; ""I am a chicken what do I know about nuclear bombs.”","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWeLTOkEHr8-gE7T2biX4aEISR6S-oCusqhNo7QxVgp109BL4UMwA=s128-w32-d-h32-cc-rp","Sachin Eldho","a year ago","One of the best movies I have ever seen. Class and mass make Godfather closer to heart. Maron Brando's acting is legendarily awesome. Even Al Pacino did his best in the movie.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXGQz4OzuZz0S1_-WXBC_dsqgsNpGASb7Li0jiajKBeVAhiNoo=s128-w32-d-h32-cc-rp","Pete Weiss","6 years ago","I read the book first. Then I viewed the movie. I was astounded at how well the movie played out  so close to the description in the movie. The scene at the hospital in the dimly lit hallway when Vito Corleone is quickly moves to another room to avoid an assasin sent to kill him. It was exactly how I visualized it when I read the book. Overall, a true classic and an excellent movie.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocL0DqDZAJzm1SSmZDcUQAF0MIvqtgzds61xRsn44QkkYACyAA=s128-w32-d-h32-cc-rp","Neil Neelakandan","a year ago","The Parallel World That Still Exist In America. Marlon Brando as ageing Don of Mafia Crime Family and Al Pacino as the Care-Taker afterwards. One of Lifetime Classic Crime Movie. It should be watched by everyone who is born on Earth, Its the Reality of Mob life.....","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKPvjqbQLoarsoU_J70r2Sl9yHflhSZXW1LDqm-fLa6N4gwTw=s128-w32-d-h32-cc-rp","D'Silva Home","a year ago","The acting in this movie was splendid! The story is quite interesting and always leaves you wanting for more. The are twists and turns, Marlon Brando, Al Capone and everybody did an amazing performance","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjV7MV48zcv7MZzhHUc2GrJ675dEHT3_fRURo3aGaFmDMwSc8TU=s128-w32-d-h32-cc-rp","Pritesh Wani","a year ago","A masterpiece. Treat to watch such a magnificent masterpiece. It is not just a movie but a school for direction, acting and score. 3rd part feels to lengthy but it opens up the story manyfolds and the ugly side of Mafia World.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUFgH8VKpfFOup_uDy5qF7R7MSg8YK6FsZ4oAEy0GJNf9elOLft=s128-w32-d-h32-cc-rp","The Gilliams","a year ago","I don't think it is the best movie ever made, but I would certainly respect your opinion if you thought it was. Filled with some of the best movie performances, this film is a must-see for any person that adores movies. 99%.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUHU3fmA6Mlxy7J8UOYTt26F-2hUby_s9J4CeB5AHXQpoEoqXF-=s128-w32-d-h32-cc-rp","Nelle Stanton","a year ago","I watched at 16 a film on video that was made when I was 10 years old and at 60 ...I watch again in awe ...it's not tiresome ...that's for sure ..and the trilogy is playing this week as I write that shot Pacino and De Niro ..Shira ...Keaton to somewhere we never truly see again. It's broadwidth ..by that ..it's gritty ..unashamed ...brash ...low lit low life ...that once was an era ...it was hard making this film without putting a few of those that actually lived in the climate not to make it real..and I guess those days are long gone ..but why this slice of the pie will re-ever main fixed on our pallette but an offer we cannot refuse as outstanding 💐","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLPNmeffWzpwXvCNXVQeNp7ZDNNhQfW0iBZ-ug_O_pWEBJMS20=s128-w32-d-h32-cc-rp","Kathryn Irby","5 years ago","I am fascinated by the Mafia, and how they know how to ""lose"" their victim(s) whenever feel the need to do so.  The best part of ""The Godfather"" was seeing Al Pacino, although he is more handsome as he ages than he was in that movie.  Outstanding movie!!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjU3mk4P797Zwp2sk5FqgYCZnR9KgDvoIX1capm3YOXnum8tWyw=s128-w32-d-h32-cc-rp","Rajesh Rajan","5 years ago","Godfather.... the first detailed eye-opening series on the hitherto secretive underworld and it's blunt depiction of violence permeated balantly by gangs for dominance. A name lingers the Corleone family. A masterpiece by Francis Coppola. It also touched on heart-tugging family values/bondings. Two legends created Robert de Niro and Al-Pacino.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJZifhzpjYDS50izVO5Tzlw3cxKsCP5nkXbQMyCgg7l2EXGSQ=s128-w32-d-h32-cc-rp","John Stiles","3 years ago","Iconic movie with a backstory almost as fascinating as the actual story.
Copolla wanted Brando as Vito Corleone, but there were two problems with that, first was the studio never wanted to work with Brando again, the second was Brando didnt want the part.  Coppolas magic was as brilliant behind the scenes as it was behind the camera.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjU7L4mOWUXr6l2CvexOkukBFbnfF5H-95_r63wh-bMEgQ7PZgB-OQ=s128-w32-d-h32-cc-rp","Malindu Batheegama","4 years ago","All the men in this world, should watch this. This is the life lesson for men. But nevertheless women too need. There are lot of lessons they have too. These 3 movies are not just ""movies"". They are life lessons. No wonder, that this is the greatest movie for all the time. This is 2021. And this is still applicable for another century.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLsvoGRorEfaa4S1Lw7_2s3L1B01lh-4ZNgi5U6honmDQspSQ=s128-w32-d-h32-cc-rp","Krishna Kumar","5 years ago","I watched God father and it's slower than the present movies. you may assume that because it a old film but what about movie ya it good but u have to keep in mind that it will be slow because it's a old film . It is a realistic movie and have a good story u will also feel amazed after watching the film","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVc7tr5-fzOMsZksnbGKvLyb8Faum7b-VttBUOcsbYNJdkjo2vA=s128-w32-d-h32-cc-rp","Naveen Kumar Mavi","6 years ago","Nobody comes close to being The Godfather then Brando and Al Pacino. There should never have been part 3. It's not everyone's cup of tea. Brando as vito is one the greatest character ever played and cold cold face expression of Al Pacino in Part 2 was awesome.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJixC4jRonE9eXeVf7OXhPLmMx4ip-mZRbH77NLS1MirWz0ndla=s128-w32-d-h32-cc-rp","Jose Ruiz","a year ago","""The art of classic actors and directors will always be relevant. What a masterpiece of a film! I will never get enough of this great work of art. There are so many great actors, but in my book, De Niro will never be topped.""","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocK4LlPCbkuxG1VBlFMU-2ZNShrODmfkSR1U8k5U4HMcLf4tfw=s128-w32-d-h32-cc-rp","sumit sharma","5 days ago","Boring movie . very slow only one time watch


above comment is when i watch only first half  but after watching second half my thoughts are change , acting was too good   . and at the end i am come to know why people told this movie is masterpiece","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLOpKLH96VQbDBCR4SWjeh46pWcWszeHBIE-yuJl-JQQ00TBg=s128-w32-d-h32-cc-rp","Dean Blake","6 years ago","The acting, the story, the directing, the costumes all tops ..in fact this picture is in the top 5 of all time in my opinion.  In fact few , if ever, is the sequel as good as the original...not here! The movie goes on to excel in all it's riviting glory in Godfather 2. The Godfather is a master work of filmaking, that may never be equaled, because this film was the perfect fit of story , actors and film making talent and money that may never happen again ...","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjU4iqkNLM7yEGCmz1dJlG1-sFr8TGp5JZ418tewEPZszSbbGfCU=s128-w32-d-h32-cc-rp","Ritesh R Pillai","7 years ago","Great movie. I enjoyed the whole series. Al pacino stole the show with brilliant perfomance. I dont know to find out any flaws as i read about it in other reviews... Epic work. Hats off to whole team.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXHJ97wYIbIbItLVp3FkgzELKRr8dJGh0RVrzdtOBRFnFQm_A5A=s128-w32-d-h32-cc-rp","Dominic B","5 years ago","2nd best movie of all time, for me personally. I can watch it for infinitive of times. Definitely recommend to watch this. Amazing job by the people who are part of making this movie !","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWYkAyw0HqmO_riPmTLjKyxJNlVzCG9_6daR-EAWcFBXJclZM9q=s128-w32-d-h32-cc-rp","Luke Jeong","7 months ago","Peter Griffin: [as the sprinklers in the panic room mostly fill the room with water; Peter, Lois, Chris, Brian and Stewie are up to their necks in it] The Griffin family history is a rich tapestry. But, since we're all gonna die, there's one more secret I feel I have to share with you: I did not care for The Godfather.
Lois Griffin: What?
Peter Griffin: Did not care for The Godfather.
Chris Griffin: How can you even say that, dad?
Peter Griffin: Didn't like it.
Lois Griffin: Peter, it's so good! It's like the perfect movie!
Peter Griffin: This is what everyone always said. Whenever they say...
Chris Griffin: Robert De Niro, Al Pacino, I mean, you never see, Robert Duvall!
Peter Griffin: Fine. Fine. Fine actor, did not like the movie.
Brian Griffin: Why not?
Peter Griffin: Did not... couldn't get into it.
Lois Griffin: Explain yourself. What didn't you like about it?
Peter Griffin: It insists upon itself, Lois.
Lois Griffin: What?
Peter Griffin: It insists upon itself.
Lois Griffin: What does that even mean?
Chris Griffin: Because it has a valid point to make, it's insisted!
Peter Griffin: It takes forever getting in; you spend like six and a half hours... You know, I can't get through, I've never even finished the movie. I've never seen the ending.
Chris Griffin: [annoyed] You've never seen the ending?
Stewie Griffin: How can you say you don't like it if you haven't even given it a chance?
Lois Griffin: I agree with Stewie. It's not really fair.","You and 6 other people found this helpful.","6 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocIsp6Aj04h1S_XNygYGds7dv07QRqNtFix5-L5tUxgkqx-Ttg=s128-w32-d-h32-cc-rp","jack jones","a year ago","Close to masterpiece. Just one tiny detail spoilt the perfection - when Sonny beat up his sister's husband, it was filmed too close and one punch clearly missed by a lot, yet the husband reacted to that punch. Shame that such a tiny, yet standout error, was left in this great film...","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjV3LPT_mEbYeD9gO1YGPrK1ud9f6GJPYdub4OfLWSZyahgbXgeQ=s128-w32-d-h32-cc-rp","Aarav Sharma","3 years ago","This is film is the best, is based on the original Godfather book, telling the gritty and detailed story of the Corleone family and how it rose from being a powerful family to being an unchallenged authority in the American Mafia after getting rid of its rivals. This movie, based on the famous novel, will be remembered for the years to come","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWrW5ohXbqpQ6tyKUOOcVCUEE2-ffAGrdwTfPHrlm1e-7RndE8H=s128-w32-d-h32-cc-rp","Saurabh Gadanayak","5 years ago","Hands down the greatest movie to ever be made during mankind. Nothing shall surpass it. It is the epitome of acting, story telling and narration. Extremely nostalgic with the best written dialogues","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocL0M6mzsjpxiuNbD8-093Hhjm-L1sAqvdTUA8Xw-K0xQ7v8PQ=s128-w32-d-h32-cc-rp","Doug Brown","5 years ago","I’m not a good enough writer to describe how great this movie is. The Godfather was so well done that it changed the way people looked at the world. It was that epic.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJGcn4K86LAvTn-2vs5ooV8krG2Mr47jzL8XNhW3zg7yf4B=s128-w32-d-h32-cc-rp","Irvine Black","a year ago","By far one of the best films ever, revolutionary directing for the time from Coppola. The story line comes together so well and sets up the upcoming films perfectly, some of the greatest performances from Marlon Brando and Al Pacino of their careers. Genre defining.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjU1zmep11D_Fku2IXjjSBYjZq9gScF2Bxu20FbdV5C9TKtSOg0=s128-w32-d-h32-cc-rp","John Van Devender","3 years ago","Mario Puzo was a poor boy who lived among mob members in New York City without actually knowing any, or so he claims. Nonetheless he wrote a bang-up realistic mob novel based on stereotypes he read about and adopted for himself. The basis for a great film.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJH4CkoLGPhPLeYw8oO-iepRL9s3mjU4PAvzj9RBLbciPpHUQ=s128-w32-d-h32-cc-rp","Jeanne Roush","2 years ago","I loved this story line and the transformation of Michael Corleone during the movie with traumas depicted upon family members. I watched it again many years later after viewing “The Offer” on Paramount + which showed all the trials and tribulation to making this movie back in the early 70’s","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUs4GFFKjkLwaIrsSjWT9x-4DorUJAE3TgdXENXy0iGsruNYyag=s128-w32-d-h32-cc-rp","ash fireton","a year ago","First of all. I did NOT care for the godfather, it insists upon itself. Second of all the characters have PRONOUNS this is WOKE HOT LEFTIST GARBAGE!!! REAL REPUBLICAN MOVIES LIKE KUNG FU PA DA 3 DONT HAVE PRONOUNS AND LEFTY GARBAGE!,!!, this movie is the true death of cinema I prefer more sophisticated movies like Toy Story 4, this is coming from a tru alpha cinaphile(and a sigma)!!!!!!","You and 26 other people found this helpful.","26 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVvr94AP2k40jDUH7K14k1ABk2FUBnbwuro-_EXCrlFtQjiiJiQjg=s128-w32-d-h32-cc-rp","KG “Golden Child of Ra” Atkinson","4 years ago","Absolutely my favorite movie of all time. Brilliant script, acting and plot. I just love how its the perfect balance of writing, acting, action and a timeless master piece.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUhoRpLl9RSk71b5Iqo7v2gT8zEkZGlROaBhgtuIygLCJsg1x4mfQ=s128-w32-d-h32-cc-rp","Alexander Decommere","5 years ago","Movie is one of the great American crime classics, thanks to a brilliant screenplay, superb casting, determined direction, brooding photography, beautiful music and Coppola’s deep fascination with family and food. A timeless masterpiece.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLWf6T0pLwXqD9R2Nwu9nLCs4Wku86Wj6ZNwD1psFlim8_X0A=s128-w32-d-h32-cc-rp","Joe Blogs","3 years ago","Possibly the greatest film ever made. Absolutely drenched in quality. Even 50 years later, the worst thing about watching this on the big screen, is the sad knowledge of how poor everything else you're about to watch afterwards will be.","You found this helpful.","Was this review helpful to you?"
