"wA1Bge src","FmcO7b","vWB2ve","T7nuU 2","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a/ACg8ocLf3CoHRL_7JbJS3u_CHVI-S-4mdIRSjoUvpWjK4YiikqlKDw=s128-w32-d-h32-cc-rp","Sakshi Sonkar","3 years ago","All time favourite.. Part of my life. Feels good that , bollywood gives us this type of amazing movies as well. Thanks. Grown up watching this movie...Superhit. It will remain superhit at every generation....","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVB4lsidTDyyRuT86g6cAf1EP_FXppHmXqvUamMzuWl0FZjNEw=s128-w32-d-h32-cc-rp","Nilesh Vlogs","5 years ago","Really good movie presentation is like as a reality I always with the person's which are ill thanks for the positivity for these types of person's ... Thank you allAamir Khan is such a good actor I really cannot see the persons like that having such a good positivity thanks.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXW7OCAjRjuMQ65kAHo-ZdzpJyYxibwdSfxqzfM5TkxcFtS-LIb=s128-w32-d-h32-cc-rp","Cora Bragado","a year ago","It shows what a teacher should be- gets a full understanding of the cause of a  child's difficulty in learning.  There are several aspects to be considered and the need for collaboration with parents and child specialists are crucial to arrest the situation at an early stage.  This is a movie to see!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocL42oD6gnjiPzpIc9BzqKzxpDweHIx4_JS9-GquWqH8IkbBnw=s128-w32-d-h32-cc-rp","Ratnakar Raut","4 years ago","As I am A Teacher i can Compeltely relate with this movie Great Acting BY  Amir khan sir every parents must watch it.. Plzz dont force ur Childrens to dO any thing which they have dont intrest in it","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWOqoS7jPBKZnA0THgusXXbWsq4s54CRgI0wmU8cJaovv9HqgMp=s128-w32-d-h32-cc-rp","Hannah Bianca Mortos","9 months ago","watched this movie again after years. i was a child back then and this meant nothing to me actually. but now i can understand everything and this movie brought me nothing but tears. my heart is full. i love it","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWDov-NY3vhA2Hz5UzOXGqj-SjZxkvTlFFtfHUccfMh5SMHMB4E=s128-w32-d-h32-cc-rp","Shreya Mukherjee","7 years ago","This is an awesome movie. This is an inspirational movie. It teaches a leason to all the parents that ""every born child is special in his/her own way."" We just need to polish them and make them shine.","You and 5 other people found this helpful.","5 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUJW3-pBvFArF9oBIcDYpEQMc_nYbKJtenLkMLSXah4iYm-qIZHAQ=s128-w32-d-h32-cc-rp","Dhiraj Sinha","a year ago","It's really a great movie. Very touching, very emotional and it gives an inspiration to us that we should not ignore our kids and fight for their all round development since they are our future..!💐","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjX43xtzWYQ_DPvnKP-j7FFlLm3j4vA9R-DmN6Cjz4oVk3lgqfrv=s128-w32-d-h32-cc-rp","Dr. Sonali Das","6 months ago","Just like Parents try to guilt trip you while watching Baghban, You can guilt trip them by making them watch this movie.
Parents often tend to forget that their child also needs some emotional support and understanding. Instead of comparing to the other sibling, it's better if they try to understand why a child is unable to cope up with the environment or the so called competition. Instead of just blaming the child and calling them a loser, it's better if parents try to help the kid to adapt.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWC6b4rpzyA8EdHL_Xd-my6Q1nD6DRg1KpovciGEGIqJfwBa4gy=s128-w32-d-h32-cc-rp","Nikita Rani Pradhan","2 years ago","Watching it since I was a kid , each time it shows up on tv , I stick to it. I think that's enough for expressing how much I love this movie. Those who have not watched it yet , highly recommending it.👍❤️","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjX-jW9K9IhZVDaSawrx-I-gc8wUCUB5aa1GlK9QBA90IdpPtkC0Tw=s128-w32-d-h32-cc-rp","Aqib Zaman","4 years ago","The struggle that majority of artist and creator's face in the early period of their life. My eye flooded in the end with emotional happiness. My all time favorite movie😍.My rating is 10/10.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXo0abR3gpGCzGL5BdlGTZUWEoUjKPeVkMxw7SnxR8FEdALrXN6=s128-w32-d-h32-cc-rp","Nameer Haque","2 years ago","I have autism and live in Canada. People in foreign countries do not know how to deal with kids with special needs except some people like Aamir Khan.  Now, slapping people with rulers and things like that are illegal for good! People now around the world have matured!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVq1Z-qLX2CdkOsbMarT88Kfh8M1dHyE9yfCVsllTg9vLtZH6sCMQ=s128-w32-d-h32-cc-rp","MOHIT KUMAR VERMA","a year ago","Aamir khan, the face we can not describe in the phrases to him. He is the forever best actor which delivers lots of motivational filmography as well as he often considered the way of actual education importance. He knew the ability of students rather than intentionally tourcherd by the parents to complete dreams for him do not concentrate himself needs.","You and 15 other people found this helpful.","15 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJvgHpXOC3PGcQmO42DGu-czueGq7uw_oXtJJ3M4f0tn10vtg=s128-w32-d-h32-cc-rp","Sonal Thakkar","6 months ago","One of the best movie of Indian Cinema. My best wishes to Aamir khan and Darsheel .thanks to Aamir for giving such a wonderful and inspirational movie.  It is emotional too. Darsheel's and Aamir's role superbbb. Really bestttttt movie...","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXnkNGr1PmQJ8MHueY-5FzZ4ra7LaaRqDVpFS1K6ovmYKR8kC13=s128-w32-d-h32-cc-rp","Akhilesh Jha","6 months ago","Darsheel Safari at that tender age performed out of the skin, and for that credit also goes to the director and co actors Aamir Khan & Tisca Chopra.

Darsheel 's end of the painting competition scene, where he cries after seeing his own portrait created by his teacher is for me one of the most iconic scenes of Hindi Cinema.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXz2v6ZNbjELiXx5af7fSs4H8tj7bbR-f9IBL9qrtz5AcEGnKmM=s128-w32-d-h32-cc-rp","anil babu","7 years ago","Our teacher showed this film in our class some weeks ago.Me and my friends are really inspired after watching this film.We realized that there is an Einstein,Da vinci and a Amir Khan in each one of us...
It's all about discovering oneself other than going along with the crowd...","You and 7 other people found this helpful.","7 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJf3LyvYec5F9oIU7XZSj8hUwed_0VLKBG1Hu8qFbP3RV4VoA8=s128-w32-d-h32-cc-rp","Adnan Bhanji","6 years ago","I really loved this movie. I watched it like i don't know 6-7 times and i still cannot get bored of it. It is just an amazing movie, with amazing story line and acting too.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKYjOy3UJkyQ7pQNKLXw_8Z5hrv4zXB7vY7k12wCLKwxo3dgjlI=s128-w32-d-h32-cc-rp","Surabhi Sheshadri","a year ago","Is there any other film better than this one? Makes me cry no matter how many times I watch it. Everything about this movie is just amazing.They don't make movies like this anymore.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocIboeoKOhvYHhT7idwr8Rl5_wANw4i-k9PdxJG7OSZ2J76MoQ=s128-w32-d-h32-cc-rp","Zikra Shaikh","a year ago","No movie is made like tare zameen par in Bollywood masterpiece what an acting yarrr damn good so emotional,realistic and fun movie every parents should watch this film and the best thing about this film is .. Ever child is special whether it's sufficient or not","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLqATBFoaQWA_SE5Ng5idsabqBkAynzgnxDJHoIlx5mOkk4DQ=s128-w32-d-h32-cc-rp","Hemendra Kumar Das","a year ago","Our children and their school teacher's must watch this movie because it will learn how teachers should behave the student like Amir khan character not  the other teacher's, it well help  how a foolish student to a brilliant student by good teaching, understanding the feelings and doing extra curicular activities like playing games, playing outdoor and indoor games, reading story books etc,","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXmphFCrszetX0PnOOK_ffdcoXNRbFGIh75WoXwtXY5EzNmeQAkRQ=s128-w32-d-h32-cc-rp","Rijith Jayarajan","3 years ago","Every school needs a teacher like this. It is essential to identify disabilities of students, rather than always appreciating genius minds in the classes. For sure, this is a heart touching and motivating movie.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUV1zCIKor_PSEOm6Mf0gkKYksl7waEmV2M3vKeH8lDmsKJqjPq=s128-w32-d-h32-cc-rp","Samir Jana","7 years ago","This movie is really emotional movie as in school one day we  saw this movie and everyone cried when Ishaan went to the boading school. But indeed it's a wonderful and amazing movie👍🏻👍🏻💖

Like it 
Thumbs up  always for this movie","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXEA-2csLAkYu1R2eUkOb2Y14S6YjeDPU6-0DzIQVTfmIURb4DjQg=s128-w32-d-h32-cc-rp","Jeevya Jain","a year ago","Best movie ever. It refers to how the school system is so demanding and how me must accept that our children will not always follow our lead. They will be creative in their own way.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXUTZf7wWxCvnKLFNfhWI4vCyySzpIfhGQUcG0eHFseBsd7Y84=s128-w32-d-h32-cc-rp","Hossein","8 months ago","Poor Ishaan i really feel sad about him. It's emotional impact. I am happy for happy happy ending.🥹🥹
Still gold. Love from Iran💚🤍❤️🦁☀️🫶🏻🇮🇳","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXiNDG64OLF_KeP2YNvmGoyV-twEhllyWnJNge7vPt41XhCYVrs=s128-w32-d-h32-cc-rp","557 Tejaswini Chalasani","4 years ago","This  movie  I can "" don't  our talents keep  with  me  you  produce  your  talents  to public  then  only  you  can  grow your   goal   that I learn  on this  movie  2nd   first  of all  parents  can  take  your  son  or daughter  what  talents are  there  your  son or daughter  and  encourage  them   your  motivation  will be  achieve your  son or daughter  high  position  that is  I can learn  in this  movie  good  movie  in  this  movie  main  theme  is  "" motivation  from  other   person to reach our goal  Easily "".","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLca7ckn3BebrHHB-VE1_eDspGUvuxZQkkovIN9-x4xL_3KIw=s128-w32-d-h32-cc-rp","Shabeela Qureshi","4 years ago","I absolutely loved this film! Brilliant story, fantastic acting by everyone. Love Aamir Khan. The kid is an absolutely brilliant actor. Awesome film. Cried like a baby watching this film. Top film","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWAYrvZ7fLYcf-sFG0xibPDQWPdukZE2vEcm-jn4EkIllY2ij3ciw=s128-w32-d-h32-cc-rp","Simmi M","5 years ago","Couldn't hold my tears so many times. This movie bring you to a realisation. The realisation will differ from person to person, especially parents and teachers and also students have a lot of take aways. All characters have given their best performances.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXcDRCulLdstrZFnQfUVCgT1V-aC2HCq-i9Br69J_2BMkrNG-jg=s128-w32-d-h32-cc-rp","AJ","5 years ago","It's a rare gem from Bollywood which shook me to my core. It is not preachy and delivers the message with a punch. It goes a long way in educating the masses about LDsand reducing the stigma associated with it.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUvNFd1oWBUtfTpN9SvHNp582TSLkRaXl7vTBbgig-elwyRC9M_sw=s128-w32-d-h32-cc-rp","Chandan Chaurasiya","6 years ago","I like to watch such type of movies and it's really sensational and motivational movie for all the children. So a big thanks to Amir Sir for giving such inspiring movie not only for children but also for their parents.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXzle0zl-5kuTFBZ1_mujEO8SO56J4OsUL1ljvUNc-RYBkY-Z8=s128-w32-d-h32-cc-rp","Poorna Chandra","4 years ago","Excellent masterpiece! Exactly portrays how a creative minded student faces harsh reality as a student with excessive rules, discipline with school system and teachers treating with ""one size fits all"" approach in education that doesnt work for special talented students.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjW8rWpjBuG4Vy54r_uQElhMYNmfRmzMAyISyRSjUczrzYt-bVU=s128-w32-d-h32-cc-rp","Nilmini Priyadarshani","9 months ago","One of the best movies I have ever watched. Great story. Superb acting specially of the little boy and also favourite Aamir sir. Simply Wow....... from 🇱🇰","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXpf82GjwgcBKIW5CB8f_xgOLq1YYPDH-djyvjW_Ygtb-f87SmV=s128-w32-d-h32-cc-rp","Bharti soni","a year ago","It is very good movie it realises us that children's are of two type some children understand quickly and they are said to be scholar and who doesn't understand quick are dumboo. But that type of children are special in something else but people think that it is useless.but teacher's should little bit more and they can be more than a scholar","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVA-17gpQWN7fR1OlVIb-YeW2bqfFWLroTJD4zTOpRBQewi_er-NQ=s128-w32-d-h32-cc-rp","Shubhashree Hotta","5 years ago","When that title song came I couldn't able to hold my tears. I'm in 10th now. And I know that marks are very important in this year. My parents never told me that I should concentrate on my studies as my future depends on this years. Instead they told me that their friend's sons are also studying 10th so I should make sure that I will not get Lower marks than them......................","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVjkDO2iB7X93E-POd6heMijHmGO2smr7v3Qs7F3dTv8GS-ZpI5=s128-w32-d-h32-cc-rp","Ankit Dey","a year ago","This movie informs us the real definition of a good human being rather teacher.
We have to think uniquely by going into the person's mind  and we have to judge it according to his or her perspective to solve the problem.
Moreover this movie exaggerates the thickness between a mother and her child.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXiQOeyB4tE1jzPZWbDbtYlteDiskhFEQa7ko_urc7AoeLHn4kleA=s128-w32-d-h32-cc-rp","Monika.P sharma","5 years ago","Really amazing movie,it literally touches the bottom of your heart.I couldn't watch the movie without shedding a bucket full of tears.However as the movie continues the story gets better and better.It literally goes without saying that it getting the best movie award was actually needed.Everyone must see this movie","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocI2hFw4rvCRteBJux6uNfWWNBpr-7TTD73cYCmCU-mEi7e_mLg=s128-w32-d-h32-cc-rp","Christine Kitale","5 years ago","This film was great... it got me thinking about how important people are and how fixated ideologies have such an impact on people and force people to be detouched to humanity and simplly turn cruel. This movie inspired me!","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKap0i_1_U0d8HLmmUDMsKL7bvtUx3AQqyD03uH0Z03ycWb8A=s128-w32-d-h32-cc-rp","gideon ikhine","3 years ago","This film is one of the most emotional movies I've watched. It got me shedding tears😅. It's a bomb actually. I rate this movie 5 stars and more!!!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWq5wezFe4uzxQmzxKykKM05BvrV7HAOLBAy27qDM-SmXyUJ4kr=s128-w32-d-h32-cc-rp","Sai Bhavajna Naidu","4 years ago","I am having lesson on this movie in hindi... When I listened the story what my mam said . I am impressed to see that movie. And I even say the movie 🍿 from bottom of my 💓 I cired a lot it touched meee.... I loved this movie..🥰🥰","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXhm-p68cS_XR4Up37J-YjiIYX4fcATOOOqzZDVX-3k0zJ0Bm0=s128-w32-d-h32-cc-rp","Leyati Tripura","6 years ago","This movie is very interesting and even emotions. This movie helps others to know about how students suffer in studies. I like this movie very much, when I look this movie my tears start falling and even goosebumps.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVaVK_v9JEBf24mGWmIv0ytPXvsPLRBXwKoijoPBMGnGDvQ7ryU=s128-w32-d-h32-cc-rp","Apoorva Srivastava","5 years ago","A very beautiful film..infact a masterpiece. Well written,directed and performed. Every song is touching and shows immense depth of imagination. Best film of Amir khan.. infact better than three idiots.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUX93W2C96xlv2WjzUiE_GYiXmWyxocj_E5vc8IwFFo4WeYENYG=s128-w32-d-h32-cc-rp","Sadia Mir","a year ago","Not every child is gifted,but there is gift in every child. Be the one who can walk alongside instead of just pointing out the way. This movie is not just the mere story but a moment to think where we're standing,and what is our role in society.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWuKB-Wmj0_CiTZZ6k4EcLVpbgcadu0lN1xokE-0CfuYwc6IKyl3A=s128-w32-d-h32-cc-rp","Swati Maurya","2 years ago","TAARE JAMEEN PAR WAS A HEART TOUCHING MOVIE 🤧🥺 I LIKED IT❤️❣️I HAVE WATCHED THIS MOVIE SO MANY TIMES AND I THINK THIS MOVIE IS ONE OF THE BEST MOVIE EVER. I HAVEN'T SEEN MOVIE LIKE THIS 🙂. MINE FAVOURITE MOVIE EVER 😍
                   
                           ⭐⭐⭐⭐⭐","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJuF4LGIkHX7kspCI3_UIX6Sk1RJrrfNKAqgwYcO0I7Rtb1UQ=s128-w32-d-h32-cc-rp","Sakshi Mandavkar","4 years ago","I would strongly recommend to everyone to go and watch this movie at least once. As it motivates children and parents that every child is special and unique.parents must reward the efforts of their child and not the marks he/ she obtain.parents and teachers must be supportive and encouraging.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKRqJi8fi_NSh-eQuc4Lk-oT7IGvoHHuxLlKjrVRF0hfVQXvg=s128-w32-d-h32-cc-rp","Sai durga Nerusu","4 years ago","This movie ican Don't our telents keep with produce your telents to public then only you can grow your goal that I larn on this movie 2 nd first of all parents can take your son or daughter what telents are there your son your daughter and encourage them your motivation will be achive your son or daughter high position that is I can larn in this movie good movie in this movie main theme is motivation from other person  to reach our goal easil.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjV_yYWSAezPxgAR2wfaM4FVN687h33HRrCRjh68K4PA372WfEQG=s128-w32-d-h32-cc-rp","Subramanian M","a year ago","The best film to teach people that no child is born without talent. Parents and teacher should know the child first and then educate them. Wonderful screenplay and story","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVhPSskf3ONYEdKeC-L9u1d4T-3U56c8HrvfcjUKh91lfVMr5dy=s128-w32-d-h32-cc-rp","sandhya neti","a month ago","I am an art teacher and I also do custom work myself. This movie inspires me a lot. I feel happy in spreading art.
Lot's of happiness, inspiration ❤️","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocL8xrmDAxU1rx1FfhN7QIKRmbYLuy0XsnOmb0NIfAWLXnuo-A=s128-w32-d-h32-cc-rp","Esandi Udana","4 years ago","Great movie!! Inspired me very much! It is a must for all the parents and teachers, and even students to watch this extremely good movie!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjU0Ba-X9Hv3Gng12Ym_4_bJlhF1ZmptBgohC7hk2QGf3bWvCqV1=s128-w32-d-h32-cc-rp","shahmeer waseem","4 years ago","Amazing and most beautiful story ever, when this film was released i was in 3 class and looked same like ishaan everyone called me ishaan in school, home and even my relatives and no doubt i was also dull student like him but this movie motivated me in my childhood...","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjU8NG2ldpcaTEtDkWL-2ufk_Ce0cVLOIkeES-yuXdoE3H98qZ80Tg=s128-w32-d-h32-cc-rp","Cherry Law","4 years ago","I usually seldom write movie reviews but this is too bad that I want to warn others not to watch. The plot is very boring and the songs have a weird melody. The message is good but the way it is conveyed is more than disappointing. DO NOT WASTE YOUR TIME in watching it. There are much more better options.","You and 4 other people found this helpful.","4 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXpjS5NRWS04hsYLBilbLep9A3y1PuWbRe1heIBuas8PeRJclA=s128-w32-d-h32-cc-rp","Hawt Known Over The World","a year ago","Taare Zameen Par is a wonderful movie that appeals to people from every section of the society. One of the main reasons behind this is that the person watching the movie can relate the incidents happening in the movie with his real life. 
Best movie in the world.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVbXfHCccNd8AhvNQVs6aKtxlm91HizHL7qmYbd6rr9I7ZeNp89jA=s128-w32-d-h32-cc-rp","Sajid Shaikh","a year ago","One of the best Bollywood movies I have watched. No unnecessary songs, no overacting, no masala storyline. Every actor has done justice to their role.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUa25yio8Qr9IU2CtbqtIn-aQf2wdQlT-AsqhlVoO0GqkRN2kJn=s128-w32-d-h32-cc-rp","Jain Anuj","7 years ago","I had never cried before seeing any bollywood movie but it maked me cry. so, according to me this is one of the best movie i have ever seen in my life till now.I went many times to washroom to wash my eyes while watching it.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWCTnd4oVL0NFkE61gJ429pt_YGVKG-REGoMM6DDRSEPAeWVYKo=s128-w32-d-h32-cc-rp","MANSI SHARMA","7 years ago","Amazing movie with a moral message... 
I watched it several times. It's one of my favorite movies... The songs are so emotional... especially the title song tare zameen par.......","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWNwRXeqkVRyWbqV2HF7RijmZYghQlFLY-O5RfForoxTE2h8zOFLA=s128-w32-d-h32-cc-rp","RUDRA PRATAP","7 years ago","One of the best in Bollywood. Kudos to everyone who is part of this movie. Story, songs, theme , and at the end, cast.. everything is so amazing with this movie.","You and 4 other people found this helpful.","4 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLXyb0t0d7tI1CS3TGyjrtGFz2bSZYAzVGhDNo-jmhXxeJcTQ=s128-w32-d-h32-cc-rp","Leena Tiwari","4 years ago","Taare zameen par is a very touching movie.... I am a teacher by profession but I lost my children in this pandemic..... I miss their pure love..... There is an innocent love between a teacher and a student..... Only they can understand the importance of this relationship....","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUx0XK287o0xrynxhD1aI7O3Kk9rNqP-K_4U1nqkbWTNE3fsnWZJw=s128-w32-d-h32-cc-rp","Sai Krishna","3 years ago","What a wonderful movie! A masterpiece. Every child is a gift from the almighty. Encourage them to do whatever they like and give them the freedom to explore.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjX5H_kuZJNzGod4YXkD7vgifvUvFviGMJtABy2jrsgu_U6zhvfF=s128-w32-d-h32-cc-rp","Rahul Pathak","8 years ago","Best movie of all time...
Aamir show his brilliance in direction also..
Acting Songs screenplay dialogues concept all r awsm..
Thank u aamir..
Only u can make such kind of movies in Bollywood.. hatts off to u sir..","You and 7 other people found this helpful.","7 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVrxeZL_hJCRs_g3M3eSiXme_0iVNAvcoctJJEA5d3P8ZhXPTJv=s128-w32-d-h32-cc-rp","Sahil Amol nora","2 years ago","This movie is very interesting and very nice because from this movie. I feel every child and every boy is intelligent and they have there own skill you just want to see your special skill","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXodbVUJOPXEHmv7ofbv_IS7srRFPG9CIceZihC-AtKgft_htFP=s128-w32-d-h32-cc-rp","Patrick","8 months ago","A very beautiful movie. Reminds me of my younger brother who had similar challenges in school, but with the help of comic books and WhatsApp autocorrect he got better.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJYL7o2c6xmIMX8SZfab2HGyyfKPrwYCGm527uGz_XS0kTvaQ=s128-w32-d-h32-cc-rp","Alpa Ghadhavana","a year ago","This movie give you a something new ..
And thanks too Amir Khan he appreciate this new thoughts... lovely and give you think to give your child freedom...😇😇🥰🥰","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVAPouwbZcLkgNOyZVAG-FwMGrDLdWMZmtk3Q1Bzp2C9gPE2Tq6=s128-w32-d-h32-cc-rp","Sachin Kumar","7 years ago","Whenever I watch this movie i ll get emotional as it's very well connected to me. Those who stayed away from their parents definitely they ll love this movie. I won't get bore whenever I watch this movie.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUlChD2yVj5-8SGfa0QSE8Abo5sMe1wx69fnFmm_p2nsZYnadSmWQ=s128-w32-d-h32-cc-rp","Parmesh Chidral","7 years ago","Indeed a awesome and very emotional movie always make me to cry😢😭 reflects our education system where everybody is competing for good marks and percentage and no space for children dreams and passion
....the movie deserves more than 5 stars!!!","You and 17 other people found this helpful.","17 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUa_K0VxqdWNqt6d1YK6Vw8bJSJEz1wyxYgkOkt6LzdrFLkJ5U=s128-w32-d-h32-cc-rp","Smile Smile","10 months ago","What a movie!! It's an amazing movie that everyone should watch, especially if you have kids or you are an educator. It's long but you won't feel it at all. Have tissues with you!!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXAKS6YsJjyVtysA-omberZreUdl0lNkzI46VN8RlxOmf53frH1=s128-w32-d-h32-cc-rp","Rohan Azam","2 years ago","An almost perfect movie, still feel like it's the best of Bollywood. Should have won Oscar and many more awards. I'll never get bored watching this one.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXrtzpMXSZJIBKNDB4QgRFBSv2Oep0jvihyVzrCqZO_wwqdlpFz=s128-w32-d-h32-cc-rp","S kumar","6 years ago","I always use to watch this movie and I really cty on watching the movie. I think it's the best movie of my life and if rating would be More than 5 than I must give it, because I have no words to describe this movie....Thank you all","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXHbSqs40vpdvloTfcsWewfQgK4dd8HuelOnz5JKk3ChWBpF4TMXw=s128-w32-d-h32-cc-rp","Rushabh vashi","a month ago","Beautiful. A true Masterpiece! Just loved the narration, Acting, Story and concept! Such a touchy subject and love to see this movie again and again!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJsMRrskQjAf_Mjd5TUnQ0BiSNkbbTiGDNToV-RD38O8SrdJA=s128-w32-d-h32-cc-rp","Leam Icaranom","6 years ago","This movie gives me a light. Its perfectly beautiful to all children, parents, teachers, and to the others. Every child is special, really special. So, love every child and make them happy. 😇😊","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWHcu1g2NEC5ahdEvJHnbsfSSL37X5zbc94qfLmeKPUbJMyJG34=s128-w32-d-h32-cc-rp","Aryan","a year ago","In the last scene and in middle I cried so many times. I rarely get emotional on dramas or movies but this just touched me to a degree you will understand after only you watch it.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjU5p0EhXAFcv978r96ML3YFGNBPvDLjyTP6PQr9Eimdf6Ce9e_l=s128-w32-d-h32-cc-rp","Hiran Kujur","5 years ago","An award winning movie.Every child is special.They are the one who give us smile on our face.If you are sad then watch them,it will make your heart filled with love for them.","You and 1 other person found this helpful.","1 person found this helpful."
